1,1,22,"Brendan OHandley",1,"31-MAR-2020",1,"31-MAR-2020","201920"
2,1,23,"Columbus, OH",1,"31-MAR-2020",1,"31-MAR-2020","201920"
3,1,24,"Brendan",1,"31-MAR-2020",1,"31-MAR-2020","201920"
4,1,25,"555-123-4567",1,"31-MAR-2020",1,"31-MAR-2020","201920"
5,1,26,"asdf@gmail.com",1,"31-MAR-2020",1,"31-MAR-2020","201920"
6,1,27,"0",1,"31-MAR-2020",1,"31-MAR-2020","201920"
7,1,28,"mail",1,"31-MAR-2020",1,"31-MAR-2020","201920"
8,1,29,"USA",1,"31-MAR-2020",1,"31-MAR-2020","201920"
9,1,30,"555 Cty rd",1,"31-MAR-2020",1,"31-MAR-2020","201920"
10,1,31,"APT 3",1,"31-MAR-2020",1,"31-MAR-2020","201920"
11,1,32,"The garden",1,"31-MAR-2020",1,"31-MAR-2020","201920"
12,1,33,"Mishawaka",1,"31-MAR-2020",1,"31-MAR-2020","201920"
13,1,34,"46545",1,"31-MAR-2020",1,"31-MAR-2020","201920"
14,1,35,"IN",1,"31-MAR-2020",1,"31-MAR-2020","201920"
15,1,36,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
16,1,37,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
17,1,38,"0",1,"31-MAR-2020",1,"31-MAR-2020","201920"
18,1,39,"asdf@gamil.com",1,"31-MAR-2020",1,"31-MAR-2020","201920"
19,1,40,"555-111-2345",1,"31-MAR-2020",1,"31-MAR-2020","201920"
20,2,22,"Luis",1,"31-MAR-2020",1,"31-MAR-2020","201920"
21,2,23,"Seattle, WA",1,"31-MAR-2020",1,"31-MAR-2020","201920"
22,2,24,"Luis",1,"31-MAR-2020",1,"31-MAR-2020","201920"
23,2,25,"555-123-1234",1,"31-MAR-2020",1,"31-MAR-2020","201920"
24,2,26,"zxcv@gmail.com",1,"31-MAR-2020",1,"31-MAR-2020","201920"
25,2,27,"0",1,"31-MAR-2020",1,"31-MAR-2020","201920"
26,2,28,"mail",1,"31-MAR-2020",1,"31-MAR-2020","201920"
27,2,29,"USA",1,"31-MAR-2020",1,"31-MAR-2020","201920"
28,2,30,"123 Lane Ln",1,"31-MAR-2020",1,"31-MAR-2020","201920"
29,2,31,"Apt 1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
30,2,32,"B",1,"31-MAR-2020",1,"31-MAR-2020","201920"
31,2,33,"New York City",1,"31-MAR-2020",1,"31-MAR-2020","201920"
32,2,34,"55555",1,"31-MAR-2020",1,"31-MAR-2020","201920"
33,2,35,"NY",1,"31-MAR-2020",1,"31-MAR-2020","201920"
34,2,36,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
35,2,37,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
36,2,38,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
37,2,39,"zxcv@gmail.com",1,"31-MAR-2020",1,"31-MAR-2020","201920"
38,2,40,"555-765-5432",1,"31-MAR-2020",1,"31-MAR-2020","201920"
39,3,22,"Paul U",1,"31-MAR-2020",1,"31-MAR-2020","201920"
40,3,23,"Des Moines, IA",1,"31-MAR-2020",1,"31-MAR-2020","201920"
41,3,26,"qwert@gmail.com",1,"31-MAR-2020",1,"31-MAR-2020","201920"
42,3,27,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
43,3,36,"0",1,"31-MAR-2020",1,"31-MAR-2020","201920"
44,3,37,"0",1,"31-MAR-2020",1,"31-MAR-2020","201920"
45,3,38,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
46,4,22,"Steph",1,"31-MAR-2020",1,"31-MAR-2020","201920"
47,4,23,"Cincinnati, OH",1,"31-MAR-2020",1,"31-MAR-2020","201920"
48,4,26,"sdfg@gmail.com",1,"31-MAR-2020",1,"31-MAR-2020","201920"
49,4,27,"0",1,"31-MAR-2020",1,"31-MAR-2020","201920"
50,4,28,"pickup",1,"31-MAR-2020",1,"31-MAR-2020","201920"
51,4,24,"Stef",1,"31-MAR-2020",1,"31-MAR-2020","201920"
52,5,22,"Liz",1,"31-MAR-2020",1,"31-MAR-2020","201920"
53,5,23,"La Porte, IN",1,"31-MAR-2020",1,"31-MAR-2020","201920"
54,5,26,"bvcv@gmail.com",1,"31-MAR-2020",1,"31-MAR-2020","201920"
55,5,27,"0",1,"31-MAR-2020",1,"31-MAR-2020","201920"
56,5,28,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
57,5,29,"USA",1,"31-MAR-2020",1,"31-MAR-2020","201920"
58,5,30,"311 County Ln",1,"31-MAR-2020",1,"31-MAR-2020","201920"
59,5,33,"South Bend",1,"31-MAR-2020",1,"31-MAR-2020","201920"
60,5,34,"55555",1,"31-MAR-2020",1,"31-MAR-2020","201920"
61,5,35,"IN",1,"31-MAR-2020",1,"31-MAR-2020","201920"
62,1,41,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
63,1,42,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
64,1,43,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
65,1,44,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
66,2,41,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
67,2,42,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
68,2,43,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
69,2,44,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
70,3,41,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
71,3,42,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
72,3,43,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
73,4,41,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
74,4,42,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
75,4,43,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
76,5,41,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
77,5,42,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
78,5,43,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
79,1,48,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
80,2,48,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
81,3,48,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
82,4,48,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
83,5,48,"1",1,"31-MAR-2020",1,"31-MAR-2020","201920"
